1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,Family
16,18,15,0,35,67659.20670000023,5.48590087890625,114.28920050675714,27,16,50,43,29,42,18,36,34,56,15,15,32,25,40,35,25,30,7,17,1,2,2,2,0,0,2,1,1,1,0,0,0,4,1,0,1,2,3,2,3,0,2,1,0,0,0,0,2,1,0,1,2,1,4,4,0,1,2,4,4,0,0,0,0,1,0,0,1,4,2,2,3,1,0,3,1,5,6,2,0,0,2,5,4,2,0,3,3,3,9,0,0,6,2,0,1,3,2,4,1,0,0,6,0,0,1,0,5,4,1,1,3,3,0,0,1,3,3,2,1,2,1,0,0,1,1,4,0,7,1,0,0,0,0,2,1,4,0,1,1,1,3,2,4,2,2,0,3,3,3,0,1,2,3,2,0,4,3,1,1,1,4,1,1,5,0,3,0,5,3,2,1,0,1,2,0,3,0,2,1,0,3,4,4,0,3,3,0,0,6,3,0,1,1,0,0,2,0,6,1,4,0,2,0,1,1,2,1,1,2,1,0,0,3,1,3,2,1,0,0,2,3,0,0,0,1,0,2,1,1,1,0,3,1,0,1,0,0,2,0,4,0,0,4,0,0,1,0,1,3,3,1,1,0,1,0,1,3,1,0,0,0,0,1,2,3,0,0,1,2,1,3,2,0,0,0,0,2,2,2,1,0,2,1,0,1,2,6,1,3,1,1,0,3,1,3,2,3,1,1,1,1,2,1,0,0,0,1,0,0,0,0,3,1,0,0,3,2,0,3,1,0,2,0,2,1,0,0,2,1,2,2,3,0,1,4,0,1,1,2,0,1,2,2,2,0,0,2,1,2,0,2,0,0,1,1,1,0,0,0,2,4,0,3,3,5,1,0,2,0,4,0,1,5,1,1,2,0,1,1,1,2,1,3,2,0,3,1,1,2,3,1,1,1,0,2,0,1,5,2,3,1,2,1,1,0,3,0,1,2,3,1,1,1,1,2,1,2,4,16,161,137,133,53,92,36,18,14,1,29,2,3,27,24,15,8,22,7,20,14,2,5,26,25,4,29,13,13,1,13,5,6,43,3,15,37,0,2,32,14,38,Kinase
23,11,21,0,38,60196.888500000045,7.70562744140625,113.15204605263166,31,23,29,30,17,34,11,40,32,51,16,21,20,22,29,38,28,29,8,23,1,1,0,1,4,0,0,0,0,0,1,1,0,1,1,0,0,0,2,3,3,3,4,2,2,0,3,2,1,2,1,1,5,1,1,0,3,0,2,1,4,1,2,1,0,3,2,1,3,3,1,1,2,2,0,1,0,2,2,1,0,1,0,4,1,2,0,3,0,3,4,1,0,4,2,1,0,0,0,0,0,0,1,2,3,0,0,0,2,2,0,1,3,2,0,1,0,2,0,5,1,0,2,0,2,2,1,3,0,3,1,1,1,2,1,2,0,0,2,0,1,1,0,1,1,1,1,2,2,0,2,1,4,1,2,1,0,1,2,1,0,2,4,5,3,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,2,1,1,0,0,0,6,1,1,4,2,0,2,2,1,3,0,1,1,2,0,0,0,4,1,2,2,6,0,0,0,1,3,3,1,1,0,3,1,2,1,0,1,2,3,2,1,3,1,0,2,1,1,0,3,0,2,0,0,1,1,1,1,2,1,0,3,1,2,0,2,2,2,1,0,0,1,1,1,0,0,0,2,0,1,1,2,0,2,1,1,0,1,2,2,2,0,0,1,4,1,0,3,1,3,4,1,2,2,1,1,0,5,0,1,2,0,0,1,2,2,0,1,2,4,1,0,1,1,1,0,1,1,1,4,1,1,0,1,1,2,1,0,0,2,1,1,2,1,3,2,1,2,0,3,1,1,3,1,1,1,0,0,0,1,1,0,1,0,3,2,1,2,1,1,1,0,2,1,2,4,1,3,3,2,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,3,3,0,3,0,1,3,0,0,1,0,1,7,1,1,2,2,0,4,2,1,2,2,1,0,2,3,5,2,6,2,1,4,1,3,2,23,151,136,102,48,72,35,14,13,1,17,3,4,13,27,12,4,18,4,19,11,7,5,26,28,4,21,12,14,5,10,4,10,34,4,5,38,2,5,41,7,33,Kinase
13,13,24,0,67,67195.34410000023,6.69317626953125,110.88340610561094,43,13,25,45,12,34,13,31,38,45,21,24,36,36,30,67,36,33,8,16,1,2,0,1,2,0,1,0,0,2,2,0,1,0,5,1,0,4,1,1,0,0,2,0,0,0,1,4,2,0,2,0,2,2,0,0,5,0,1,2,3,1,1,5,0,0,0,4,1,1,2,3,2,2,0,2,3,1,4,3,3,0,1,4,1,7,0,4,0,5,0,1,2,2,1,0,1,1,1,0,1,1,0,7,5,0,3,0,3,2,2,0,2,4,0,0,1,2,5,1,3,3,5,0,3,2,1,1,1,3,0,0,3,2,1,3,1,7,1,0,0,0,1,3,0,2,1,4,1,3,2,1,1,1,4,3,1,1,2,1,1,0,3,3,7,3,0,1,2,2,1,1,0,1,2,0,1,1,0,0,0,0,1,3,0,0,2,0,1,0,3,3,1,4,1,0,1,3,0,3,1,0,4,2,1,1,1,0,1,0,1,3,1,1,0,3,4,2,0,0,1,5,1,2,0,0,1,1,2,1,1,1,0,1,2,0,1,0,0,0,0,4,0,2,3,0,4,2,0,3,6,2,0,0,3,2,1,1,2,1,0,2,2,1,0,0,2,0,1,1,4,1,4,5,3,2,1,1,3,2,1,1,1,3,4,3,2,3,0,3,1,0,0,1,2,1,1,3,3,1,1,0,1,1,3,0,3,2,5,1,1,0,2,2,0,1,0,0,2,1,2,1,2,0,3,0,0,0,3,1,1,3,1,2,2,1,4,0,2,4,1,1,1,0,0,0,0,0,0,0,2,1,1,1,0,1,1,0,2,5,0,3,0,1,0,0,3,1,3,1,0,1,0,3,4,0,2,2,0,0,4,1,3,1,2,2,1,2,0,3,3,1,0,1,0,1,6,1,3,0,1,2,5,2,0,0,2,1,0,2,2,3,0,1,0,2,1,0,2,1,13,216,130,130,36,81,60,16,7,4,31,1,2,17,29,15,3,27,3,28,12,3,4,17,37,3,25,7,6,1,16,2,2,40,3,8,32,0,3,38,14,43,Kinase
23,18,44,0,87,119543.84820000085,5.19708251953125,113.85128400000082,68,23,45,109,40,44,18,58,66,104,18,44,58,69,53,87,54,49,16,27,1,3,1,1,5,1,1,3,0,2,3,0,0,2,4,4,1,2,2,3,5,0,2,2,1,0,2,1,2,2,2,1,4,6,0,4,1,3,2,5,5,1,0,6,0,2,1,4,3,3,0,1,5,4,0,8,1,0,0,1,2,0,2,10,7,8,2,3,0,6,1,3,3,7,7,1,1,0,1,1,2,1,0,10,7,0,13,2,11,0,0,4,2,7,0,2,3,8,7,10,2,1,7,3,2,7,1,1,1,10,2,1,3,2,5,5,2,8,1,0,0,6,4,5,3,4,1,4,0,13,2,0,3,6,4,3,0,0,3,6,1,5,4,3,5,3,1,3,0,6,1,0,1,0,5,0,1,2,0,0,2,1,1,2,4,2,5,3,0,3,12,3,1,1,0,0,1,2,0,4,1,3,2,4,3,0,2,3,1,2,3,2,1,0,0,1,4,5,0,3,1,7,4,2,0,2,3,0,2,4,7,0,1,3,0,0,3,2,0,1,5,3,0,2,1,2,4,3,0,5,7,3,1,1,3,4,3,1,3,2,1,1,2,0,1,0,5,1,1,0,3,6,7,2,2,2,0,3,1,5,0,1,1,1,1,2,0,6,10,2,3,2,2,1,4,2,4,4,10,2,2,1,1,0,4,1,1,2,1,3,1,1,3,4,3,0,1,4,3,1,4,1,2,3,4,1,0,0,5,4,0,2,1,5,2,2,5,2,2,12,4,6,2,3,3,1,0,1,1,0,1,5,0,4,2,4,1,2,0,5,1,0,3,3,3,0,4,2,0,4,1,0,0,3,5,1,3,5,1,1,7,1,13,2,7,2,2,1,3,4,2,5,1,1,2,3,2,2,2,2,5,14,2,0,1,0,3,4,0,2,4,4,1,9,1,3,4,1,5,0,23,311,229,267,83,137,80,38,25,7,56,4,4,36,36,22,11,35,2,38,18,5,6,29,58,6,54,23,15,2,20,6,7,73,8,21,75,1,2,76,38,69,Kinase
4,7,8,0,15,34061.07360000005,8.50323486328125,114.29890469798673,17,4,23,16,12,21,7,23,22,36,5,8,17,10,20,15,7,18,4,13,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,2,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,2,0,0,1,0,2,2,0,1,0,0,0,1,1,4,0,1,1,0,1,2,1,1,1,1,0,0,1,5,2,3,0,0,0,1,1,0,1,6,4,0,1,1,1,1,0,0,0,2,2,1,1,0,3,3,1,0,2,2,1,0,2,2,2,3,0,1,0,0,0,1,0,1,0,0,4,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,2,5,1,2,1,0,2,2,2,0,1,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,6,1,0,0,0,0,0,1,0,3,1,0,1,0,1,0,0,1,0,1,2,1,0,0,0,2,5,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,3,0,0,0,0,0,1,2,2,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,1,2,0,1,1,1,1,3,0,1,1,0,0,1,0,1,0,0,1,0,2,1,1,1,0,0,2,1,0,0,0,0,1,1,0,0,1,0,1,0,2,0,2,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,4,0,0,0,1,3,0,2,0,1,0,2,2,2,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,3,1,1,0,0,0,3,0,1,2,2,0,1,3,1,4,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,2,1,1,0,0,0,2,3,0,0,1,1,0,1,0,1,2,0,1,1,4,77,82,57,29,49,15,9,4,1,14,1,0,13,17,8,7,14,2,8,10,1,1,15,22,2,7,11,5,0,10,0,2,14,2,6,21,0,0,21,6,20,Kinase
21,19,45,0,84,109177.97480000088,5.83990478515625,111.74818300921278,58,21,47,59,39,66,19,38,51,100,21,45,54,47,41,84,53,77,18,39,0,2,0,3,5,2,2,2,2,5,2,3,1,3,4,1,2,0,7,1,0,1,6,1,1,1,3,3,6,0,3,1,2,6,1,6,1,1,6,6,10,5,2,2,1,1,2,4,4,9,0,3,7,5,0,8,1,0,7,2,2,0,1,14,4,2,1,1,1,3,3,7,3,4,3,1,1,1,2,2,0,0,0,6,9,2,2,4,6,2,2,1,4,4,0,3,1,4,6,5,5,2,2,0,4,8,2,9,0,1,2,1,3,3,2,4,1,4,2,0,1,1,2,4,2,2,1,2,4,6,1,3,4,5,1,3,4,2,2,7,5,1,6,8,6,2,0,2,0,7,1,2,5,5,3,2,1,1,1,0,2,1,4,4,4,3,1,0,0,3,7,5,2,5,0,0,0,2,0,2,3,3,6,6,2,0,2,1,0,1,2,5,0,0,0,6,3,2,0,0,4,4,2,2,0,1,4,0,2,3,4,3,2,1,6,1,1,0,1,0,2,4,2,1,4,1,3,2,1,4,10,2,1,0,6,0,1,1,5,3,1,1,2,0,0,0,3,3,0,1,2,1,5,2,1,3,0,3,2,4,0,3,2,3,3,1,2,1,3,3,1,2,2,4,1,1,3,7,3,1,1,1,2,2,3,1,4,2,3,4,3,1,1,1,3,1,0,3,1,2,0,0,3,1,2,1,2,0,5,4,2,3,0,3,1,1,6,0,2,5,3,1,2,2,0,5,0,0,0,1,1,1,0,3,1,1,2,3,0,3,1,2,2,3,3,1,1,1,0,1,0,1,3,5,4,0,1,1,0,3,1,1,3,2,2,4,1,2,1,2,3,2,0,1,1,4,8,0,4,5,2,3,5,3,0,1,6,4,0,5,2,1,2,6,3,3,2,1,3,2,21,315,236,198,96,111,79,26,23,3,46,4,3,26,52,34,14,31,3,30,12,6,6,32,49,3,28,19,19,3,26,3,12,76,9,18,68,2,3,69,19,67,Kinase
8,10,18,0,29,46806.54300000009,6.57232666015625,113.88453284671556,24,8,24,27,12,19,10,27,29,38,17,18,24,17,20,29,16,30,4,18,1,1,0,0,1,0,1,2,2,3,0,1,1,3,2,0,0,1,1,1,3,1,1,1,0,0,2,1,0,2,0,0,1,2,0,0,0,0,1,0,3,2,0,1,0,3,0,4,1,3,0,0,2,0,1,3,0,0,2,2,0,0,0,3,2,1,0,2,0,2,2,1,0,4,2,0,3,1,0,2,0,0,2,2,1,0,1,0,4,0,2,2,0,1,1,1,1,1,2,2,0,2,2,0,0,3,0,2,1,3,0,0,2,2,1,2,0,1,0,0,0,0,1,1,2,0,2,3,4,4,1,0,0,2,4,1,0,1,0,1,2,0,0,1,0,1,0,1,1,4,1,1,2,1,3,1,0,1,0,0,0,1,1,1,2,1,0,0,0,1,6,0,1,0,2,0,1,0,0,0,1,0,1,1,1,0,2,1,0,0,1,2,1,0,0,1,3,0,0,0,0,3,0,2,0,1,1,0,1,1,2,0,2,3,2,0,0,0,0,0,2,0,1,1,6,1,3,0,1,0,2,1,0,0,2,0,1,1,1,1,0,1,1,2,0,0,0,0,1,0,2,0,2,2,1,1,0,2,1,4,2,0,0,2,1,1,1,1,0,2,0,0,1,1,0,0,2,0,1,0,2,0,2,0,2,1,1,1,2,0,0,0,2,1,0,0,1,3,2,0,1,1,1,0,2,1,1,0,2,0,0,0,1,0,0,1,4,0,1,2,0,2,1,1,2,1,0,0,1,0,1,2,0,0,0,1,0,1,0,1,0,2,0,2,1,1,2,2,1,0,2,2,1,1,0,1,1,0,0,0,0,2,2,4,2,2,0,0,1,2,0,4,1,0,1,1,2,1,1,0,0,3,2,2,0,0,2,3,0,1,2,1,0,2,0,2,1,2,1,0,8,112,112,86,34,59,30,15,8,1,26,0,1,12,30,12,5,19,0,14,9,3,2,15,28,4,14,9,8,0,10,4,3,17,3,7,25,0,1,23,16,20,Kinase
7,29,109,0,166,190191.08140000037,5.97833251953125,114.64200204942759,74,7,114,113,79,65,29,120,121,164,37,109,61,65,87,166,89,85,19,55,0,2,2,1,6,0,4,7,3,3,4,0,0,4,3,1,2,12,3,10,2,0,9,0,0,1,6,3,0,0,0,2,8,8,0,5,8,0,4,13,9,3,0,3,1,6,0,2,4,7,1,2,3,5,0,18,4,10,5,4,1,0,2,13,8,12,1,11,1,15,2,5,5,16,0,1,3,6,3,2,2,0,1,10,17,1,1,5,11,10,0,3,3,7,0,1,4,5,15,7,6,3,5,0,13,7,1,9,3,8,9,4,1,7,2,2,1,11,3,0,1,4,1,11,5,7,3,5,5,10,2,1,7,2,10,5,2,4,1,3,6,9,4,9,13,10,1,2,3,9,3,2,3,2,10,6,4,0,1,2,1,2,3,2,1,0,2,3,2,8,13,5,2,2,2,0,1,0,0,10,5,4,4,9,1,0,1,1,1,3,6,7,0,0,2,3,17,5,1,2,7,4,4,0,1,3,2,0,2,11,5,5,6,5,8,0,1,3,0,4,4,6,4,2,5,2,10,6,1,6,24,3,0,1,4,3,9,2,3,5,3,5,5,0,1,0,9,8,4,1,4,4,8,8,0,0,1,1,5,14,4,3,1,3,6,3,5,7,5,6,4,4,8,2,3,0,10,2,10,3,0,1,3,1,5,1,7,1,5,3,3,5,7,5,3,0,0,8,9,0,0,5,1,0,2,1,0,0,3,6,1,2,2,6,1,2,6,3,3,6,3,9,3,3,4,2,0,2,0,8,0,7,0,3,3,2,1,4,5,6,0,1,3,2,5,3,10,6,3,3,6,13,1,3,2,0,2,2,2,0,6,3,19,12,14,6,5,4,3,5,6,3,1,2,3,8,10,3,9,6,1,11,7,2,0,2,10,7,0,4,5,5,0,14,3,4,2,3,2,2,7,455,406,401,153,237,108,52,42,4,104,3,2,50,86,35,21,66,1,58,37,1,0,60,110,0,81,47,31,0,42,1,19,98,13,38,118,0,2,100,50,96,Kinase
21,51,45,0,135,130496.68410000011,8.69439697265625,109.11093988294324,96,21,36,45,28,59,51,54,47,84,28,45,93,86,46,135,110,82,9,41,1,3,0,1,4,4,1,2,3,3,2,2,1,1,5,0,0,3,3,6,6,1,5,2,0,1,2,2,4,1,1,0,2,13,0,2,4,1,4,5,6,0,2,12,0,3,0,0,1,8,0,1,4,6,0,4,1,3,6,0,1,0,7,7,5,4,2,3,6,1,7,9,1,3,2,1,3,0,5,3,3,0,1,4,7,0,3,2,2,0,5,0,4,10,0,0,5,5,19,5,7,2,4,0,3,3,2,4,1,4,2,1,8,2,2,10,1,17,2,0,1,1,10,2,1,5,3,7,1,1,0,0,0,2,5,6,0,3,8,9,4,3,9,5,1,1,7,4,1,9,1,5,0,5,1,1,3,2,2,0,1,0,3,2,5,0,7,1,2,2,10,3,4,7,1,0,2,1,0,2,2,1,10,4,1,1,6,0,0,0,2,3,0,1,1,3,4,12,0,0,6,15,0,2,1,1,5,1,1,3,13,2,4,6,2,0,4,1,2,1,2,4,3,1,6,2,11,6,5,0,17,1,2,1,3,3,6,1,7,0,0,1,2,0,0,0,3,1,4,2,7,4,7,1,2,4,0,4,1,5,0,1,0,1,3,5,4,2,0,4,4,5,1,10,2,2,4,1,1,1,1,2,0,4,9,0,2,11,8,4,4,1,1,0,1,1,2,1,7,0,5,1,2,1,4,1,1,0,1,2,0,0,4,3,0,4,12,2,2,6,6,5,4,1,0,3,2,1,2,3,0,4,1,0,4,1,6,1,1,7,0,4,0,7,0,2,2,5,4,0,3,4,2,6,3,1,2,6,0,2,14,1,5,3,2,5,1,1,0,1,6,1,0,1,1,2,10,4,3,3,5,2,6,2,3,0,4,1,1,0,6,2,2,5,1,3,0,0,4,1,21,493,248,212,78,144,156,32,24,3,45,2,3,29,47,34,7,50,1,57,18,4,7,32,48,5,38,15,15,3,28,10,8,75,2,16,95,0,4,94,26,64,Kinase
39,40,65,0,140,176439.9728000004,6.66912841796875,108.91356345679037,111,39,59,102,52,164,40,66,68,164,41,65,126,63,86,140,74,90,33,37,4,2,0,1,7,1,2,1,4,12,1,1,2,2,11,1,1,7,5,9,4,3,2,1,1,0,2,2,12,0,3,1,6,6,1,2,2,4,6,4,13,1,2,6,0,3,0,1,7,9,2,5,11,5,2,15,5,1,8,3,2,0,4,21,8,4,3,6,3,3,8,3,6,6,6,2,4,3,4,4,5,0,2,10,18,3,4,2,4,3,1,5,3,16,0,1,2,10,4,6,7,4,3,1,5,9,7,2,3,7,5,1,10,4,1,6,1,11,1,2,2,1,5,3,3,2,3,4,4,11,3,3,9,7,1,10,1,5,3,11,4,2,13,12,4,2,5,2,3,8,1,1,1,3,2,1,3,2,4,0,1,1,5,8,2,4,2,3,1,5,10,24,1,4,4,0,0,0,1,9,1,3,9,3,5,2,1,3,2,3,6,2,1,0,0,5,6,5,1,2,1,8,3,2,2,1,2,2,0,6,16,3,3,5,2,0,5,0,2,2,5,6,4,3,3,1,8,5,2,3,12,12,2,0,4,11,4,2,12,3,4,1,2,1,2,1,3,1,2,1,16,8,6,4,1,0,1,2,6,10,4,2,2,2,1,2,2,1,8,4,6,4,2,3,5,1,3,4,4,4,1,3,6,6,7,3,5,10,6,5,1,3,7,5,0,2,3,6,7,3,1,2,4,7,3,3,3,1,3,4,2,5,1,1,6,1,13,2,3,14,2,5,4,2,1,2,0,3,4,3,3,3,1,7,3,2,0,2,1,7,1,3,6,1,1,4,2,5,1,3,0,0,0,3,13,4,9,0,2,2,3,1,15,4,5,6,0,1,1,3,4,5,1,4,1,5,12,4,4,4,6,6,9,4,3,0,6,5,0,5,1,5,3,6,1,6,11,4,8,6,39,615,361,289,122,194,174,43,25,8,65,5,11,43,73,47,14,66,2,76,24,5,16,48,69,4,48,26,28,5,42,19,13,98,8,23,123,0,3,126,28,88,Kinase
26,16,29,0,76,108851.03310000076,5.88238525390625,111.41354462640814,71,26,46,71,34,69,16,44,49,76,29,29,50,37,56,76,61,83,16,38,3,2,1,0,8,0,1,3,4,6,1,3,2,2,7,0,2,3,2,1,0,2,1,2,0,2,1,3,3,1,3,0,1,7,1,2,2,0,7,5,6,3,0,4,1,5,0,2,6,2,4,1,7,3,0,6,2,3,7,3,0,0,1,5,6,3,1,4,0,1,4,1,0,4,5,1,2,1,2,3,1,0,2,8,4,1,2,0,2,4,2,4,4,5,0,2,0,6,4,10,3,2,2,0,3,8,0,1,1,3,1,5,1,3,3,1,3,7,1,0,0,1,2,3,5,1,3,3,2,5,0,0,6,5,3,3,1,0,4,12,2,2,4,7,4,1,3,1,1,9,1,2,2,6,2,2,2,1,2,0,2,2,7,1,3,0,4,2,0,4,8,5,1,1,3,1,1,2,0,5,2,5,7,1,1,1,0,0,0,0,4,6,2,1,0,3,4,1,0,2,0,8,1,2,0,1,0,1,2,5,2,2,2,1,6,0,1,1,2,0,2,3,4,2,2,1,3,1,2,3,4,1,0,0,4,3,2,1,3,1,4,2,0,1,0,0,6,1,1,0,4,1,1,2,3,1,2,1,1,2,2,3,2,2,1,1,1,0,7,3,0,2,0,6,1,0,2,3,4,5,2,3,6,1,7,2,2,0,3,3,5,3,2,3,1,2,1,1,2,2,2,0,2,1,4,3,2,0,3,4,0,3,1,2,0,4,5,0,4,2,0,1,4,0,2,2,1,1,1,1,2,1,1,4,3,1,0,3,1,5,0,1,3,3,2,0,3,6,1,4,0,1,3,2,9,1,7,3,0,1,3,3,7,4,3,0,2,8,1,0,4,4,2,1,3,0,3,2,3,2,5,3,5,3,2,2,3,3,1,3,2,4,4,6,1,3,8,1,2,5,26,327,232,183,88,121,75,23,15,7,41,1,8,27,42,31,12,38,3,33,14,6,12,37,44,3,30,14,18,2,36,8,14,57,6,21,86,0,2,86,19,63,Kinase
35,48,71,0,106,160044.25840000028,6.37127685546875,111.91906181818202,92,35,85,87,51,87,48,74,80,168,29,71,65,57,77,106,66,100,14,38,2,1,1,1,5,2,0,6,4,6,1,0,1,4,6,1,2,9,4,5,1,2,4,3,1,0,3,1,1,8,2,0,5,6,2,3,3,1,2,8,6,1,0,5,1,2,2,3,2,9,0,1,4,4,0,5,4,4,9,4,1,1,0,24,8,6,2,10,5,4,11,3,7,8,2,1,2,2,0,1,1,1,2,4,12,0,4,3,9,9,3,0,9,12,0,1,3,10,8,13,3,2,3,1,3,6,6,4,0,9,3,4,4,6,0,3,1,6,2,0,2,1,2,5,4,2,3,5,3,6,12,0,8,5,3,4,3,3,4,8,8,7,4,9,4,2,1,2,1,12,2,5,0,2,5,5,3,3,0,1,2,1,6,7,0,0,1,2,1,3,11,6,0,2,2,0,4,2,0,8,4,0,12,7,1,0,4,0,2,0,4,3,2,1,1,3,11,3,1,3,2,11,2,2,2,1,6,2,2,8,4,3,2,8,6,0,3,0,1,2,7,5,7,2,5,4,3,4,0,4,8,3,2,2,8,7,2,0,4,3,2,3,8,0,1,1,6,3,2,1,9,7,3,4,4,4,0,2,4,8,2,3,1,7,3,3,1,4,7,8,4,2,3,0,1,1,3,5,5,2,4,4,1,4,3,0,9,2,5,5,1,3,6,5,0,0,2,4,4,1,1,2,4,1,2,2,1,0,11,5,1,11,2,2,2,0,3,6,4,10,5,6,2,1,4,0,0,0,3,0,1,2,0,5,4,1,2,1,1,2,1,2,4,1,1,2,9,3,1,3,5,4,2,4,2,6,5,5,2,1,6,4,13,10,5,3,1,4,0,5,7,1,1,2,5,2,7,3,8,8,0,6,6,3,0,2,8,3,3,6,8,5,1,10,2,3,6,1,2,3,35,416,371,300,103,205,102,43,18,10,84,2,2,43,75,23,13,60,5,60,29,4,10,60,94,12,53,24,27,3,33,11,17,81,10,26,111,2,7,100,33,81,Kinase
17,22,22,0,43,68261.63650000018,5.53582763671875,114.53294714765131,24,17,43,46,31,40,22,30,32,50,20,22,30,26,36,43,23,36,7,18,1,3,1,0,0,2,1,2,1,2,0,2,0,0,1,0,1,2,2,3,2,0,3,2,0,0,0,1,0,1,0,1,1,3,0,5,1,1,2,2,4,1,0,2,0,0,0,2,3,4,0,1,3,2,0,3,2,3,5,1,0,0,3,6,2,2,2,1,2,2,6,1,0,3,1,1,1,4,1,3,1,0,0,3,5,0,2,0,6,5,3,2,3,1,0,0,4,2,2,1,0,1,2,0,0,2,0,4,2,5,0,0,1,1,1,0,1,1,1,1,0,3,2,3,2,3,2,2,3,4,2,0,3,2,1,1,0,3,1,1,2,0,2,3,3,6,0,4,0,3,2,2,1,0,1,1,0,3,0,2,1,0,4,5,3,0,2,2,0,1,3,2,0,1,2,1,2,2,0,4,1,3,1,3,0,1,0,1,1,1,1,2,0,0,3,0,4,1,2,1,0,3,4,0,1,0,0,1,4,1,1,0,0,2,2,0,1,0,2,0,1,3,0,0,4,0,0,2,2,1,6,4,1,1,0,2,1,0,3,1,0,1,1,0,1,2,2,1,1,1,1,1,2,1,0,1,0,0,2,2,1,2,0,2,2,0,2,2,4,3,3,1,1,1,2,1,1,3,3,0,1,0,1,3,1,0,1,0,1,1,0,1,3,3,1,0,2,3,2,0,4,2,1,3,1,2,2,0,0,1,1,2,2,1,0,2,2,1,2,1,1,0,0,2,2,2,0,0,2,1,3,1,1,1,1,1,1,1,1,0,0,1,0,1,3,1,1,1,1,2,0,3,0,4,5,1,1,2,1,1,0,1,1,2,3,0,1,3,1,2,1,3,2,2,1,0,3,0,1,2,2,4,1,3,0,1,0,1,0,1,1,1,1,0,2,2,4,0,2,2,17,160,136,137,56,90,33,18,17,1,29,2,3,22,27,17,9,28,4,21,13,3,5,22,29,4,27,13,10,1,13,8,5,37,5,15,36,0,3,32,20,39,Kinase
